match_id,patch,game_duration,region,winning_team,first_champion,first_towerfirst_inhibitor,first_baron,first_dragon,first_rift_herald
EUW1_5529991289,11.21,1623,EUW1,100,200,100,100,100,200,100
EUW1_5527115063,11.21,1245,EUW1,100,100,100,,,100,
EUW1_5526322672,11.21,2165,EUW1,100,200,100,200,200,100,200
EUW1_5526215593,11.21,1639,EUW1,200,200,200,200,200,200,200
EUW1_5525640777,11.21,1373,EUW1,100,200,100,100,100,200,100
EUW1_5525456841,11.21,1723,EUW1,100,100,100,100,100,200,100
EUW1_5524882361,11.21,1851,EUW1,100,200,100,100,100,200,200
EUW1_5524817909,11.21,1452,EUW1,100,100,100,100,100,200,100
EUW1_5524802061,11.21,1253,EUW1,100,200,100,,,100,100
EUW1_5522089953,11.21,1446,EUW1,200,200,100,200,200,200,100
EUW1_5522058267,11.21,1649,EUW1,200,200,200,200,200,200,100
EUW1_5521283668,11.21,1332,EUW1,200,100,200,,,200,100
EUW1_5521207112,11.21,2037,EUW1,200,200,100,200,100,100,100
EUW1_5521162409,11.21,2026,EUW1,200,200,200,200,200,100,200
EUW1_5521057882,11.21,2005,EUW1,100,100,200,100,100,200,200
EUW1_5519469699,11.21,1252,EUW1,200,100,200,200,,200,200
EUW1_5534718856,11.21,1542,EUW1,200,200,200,200,200,200,200
EUW1_5534636827,11.21,1683,EUW1,200,200,100,200,200,100,100
EUW1_5534663913,11.21,1073,EUW1,200,200,200,200,,200,200
EUW1_5534344679,11.21,1846,EUW1,100,200,100,100,100,100,200
EUW1_5534299755,11.21,971,EUW1,200,200,200,,,200,200
EUW1_5534242051,11.21,1920,EUW1,100,100,100,200,200,200,100
EUW1_5533504456,11.21,1635,EUW1,100,200,200,,100,100,200
EUW1_5533388764,11.21,1742,EUW1,100,200,100,100,100,100,100
EUW1_5533422737,11.21,1179,EUW1,200,200,200,200,,200,200
EUW1_5533290906,11.21,1892,EUW1,200,100,200,100,200,200,100
EUW1_5533193529,11.21,1875,EUW1,200,100,100,200,100,200,100
EUW1_5533133879,11.21,2331,EUW1,100,100,200,100,100,100,200
EUW1_5533048925,11.21,2092,EUW1,200,200,100,200,200,200,100
EUW1_5532995186,11.21,1818,EUW1,100,200,100,100,100,100,100
EUW1_5532961662,11.21,1663,EUW1,200,100,200,200,100,100,200
EUW1_5532896716,11.21,2311,EUW1,200,100,200,200,200,200,200
EUW1_5532577893,11.21,1303,EUW1,200,100,100,,,200,100
EUW1_5532549889,11.21,1912,EUW1,200,200,100,200,100,200,100
EUW1_5532448988,11.21,1164,EUW1,200,200,200,,,200,
EUW1_5532404959,11.21,1514,EUW1,100,100,100,100,100,100,200
EUW1_5531943946,11.21,1672,EUW1,200,200,200,200,200,200,200
EUW1_5531854668,11.21,1404,EUW1,100,100,100,100,100,100,200
EUW1_5531820809,11.21,1605,EUW1,200,200,200,200,100,200,200
EUW1_5531755571,11.21,1702,EUW1,100,200,100,,100,100,100
EUW1_5531721922,11.21,1789,EUW1,200,200,200,200,100,200,200
EUW1_5525207654,11.21,2157,EUW1,200,100,100,100,200,200,100
EUW1_5525234855,11.21,1242,EUW1,100,100,100,,,100,200
EUW1_5525193461,11.21,1456,EUW1,200,200,100,200,200,200,200
EUW1_5525179230,11.21,1341,EUW1,200,200,200,,,200,
EUW1_5523884236,11.21,1844,EUW1,200,200,200,,200,200,
EUW1_5512930463,11.20,2468,EUW1,100,100,100,100,100,100,100
EUW1_5512847163,11.20,1727,EUW1,200,200,100,200,200,200,100
EUW1_5511943248,11.20,2044,EUW1,100,200,200,100,100,200,100
EUW1_5511885658,11.20,2375,EUW1,100,100,100,100,100,100,100
EUW1_5511843163,11.20,1173,EUW1,200,200,100,200,,200,100
EUW1_5511766758,11.20,2088,EUW1,200,200,200,200,200,200,200
EUW1_5511771938,11.20,1810,EUW1,200,200,100,200,200,200,100
EUW1_5511717922,11.20,1136,EUW1,100,100,100,100,,200,100
EUW1_5511667071,11.20,1576,EUW1,100,200,100,100,100,100,100
EUW1_5511683558,11.20,1648,EUW1,100,100,100,100,100,100,100
EUW1_5509974378,11.20,1775,EUW1,100,100,200,100,100,200,200
EUW1_5506891265,11.20,1159,EUW1,200,100,200,,,200,200
EUW1_5506769917,11.20,1405,EUW1,200,100,200,200,200,200,100
EUW1_5498171465,11.20,1426,EUW1,100,100,100,100,100,200,100
EUW1_5498077153,11.20,1614,EUW1,200,200,200,200,200,200,100
EUW1_5498063136,11.20,1907,EUW1,100,100,200,200,100,200,100
EUW1_5497940404,11.20,1631,EUW1,100,200,100,100,100,200,100
EUW1_5496987843,11.20,1496,EUW1,200,200,200,200,200,200,100
EUW1_5494055175,11.20,1223,EUW1,100,100,100,100,,100,100
EUW1_5490797243,11.19,1659961,EUW1,100,200,200,100,100,100,200
EUW1_5533853578,11.21,1932,EUW1,200,100,100,200,200,200,200
EUW1_5533168612,11.21,2073,EUW1,200,200,200,200,200,200,200
EUW1_5526989967,11.21,1933,EUW1,100,200,100,100,100,200,200
EUW1_5524178995,11.21,1964,EUW1,100,100,100,100,100,200,100
EUW1_5523724954,11.21,912,EUW1,200,200,200,,,100,100
EUW1_5522819751,11.21,1723,EUW1,100,200,200,100,100,100,100
EUW1_5522893625,11.21,1774,EUW1,200,200,200,200,200,200,100
EUW1_5518746892,11.21,1736,EUW1,200,200,200,200,200,100,200
EUW1_5518155203,11.21,1621,EUW1,200,100,200,200,200,100,200
EUW1_5517862311,11.21,1784,EUW1,200,200,200,200,200,200,100
EUW1_5516035643,11.21,2005,EUW1,100,100,100,100,200,200,100
EUW1_5516093673,11.21,1190,EUW1,200,100,200,200,,100,200
EUW1_5514150184,11.20,1061,EUW1,100,100,100,100,,100,100
EUW1_5511510695,11.20,902,EUW1,200,100,200,,,200,200
EUW1_5502432802,11.20,1323,EUW1,100,200,100,,100,100,100
EUW1_5500993214,11.20,2222,EUW1,200,200,100,100,200,200,100
EUW1_5500981372,11.20,1300,EUW1,100,100,100,100,,200,100
EUW1_5500901814,11.20,968,EUW1,200,100,200,,,200,200
EUW1_5496153164,11.20,1827,EUW1,100,200,200,100,100,100,200
EUW1_5495485069,11.20,1093,EUW1,100,100,100,100,,100,100
EUW1_5495460023,11.20,1196,EUW1,100,200,100,100,,200,100
EUW1_5495270814,11.20,1044,EUW1,100,100,100,100,,100,100
EUW1_5494827545,11.20,1572,EUW1,100,100,100,100,,100,100
EUW1_5494160289,11.20,1118,EUW1,100,200,100,,,100,100
EUW1_5494002865,11.20,1550,EUW1,200,100,100,200,200,200,100
EUW1_5532680159,11.21,1255,EUW1,100,200,100,100,,100,100
EUW1_5532668820,11.21,1523,EUW1,200,100,200,200,200,100,200
EUW1_5532714740,11.21,1986,EUW1,200,200,200,200,200,200,200
EUW1_5532681542,11.21,1565,EUW1,100,100,100,100,100,200,100
EUW1_5531415012,11.21,1463,EUW1,100,200,100,100,100,100,100
EUW1_5531344123,11.21,2924,EUW1,100,200,200,200,100,200,200
EUW1_5531343194,11.21,1374,EUW1,100,100,200,100,100,100,200
EUW1_5529721297,11.21,1880,EUW1,200,100,200,200,200,200,200
EUW1_5528872616,11.21,1683,EUW1,200,100,100,200,200,100,200
EUW1_5527964083,11.21,1323,EUW1,200,200,200,200,,100,200
EUW1_5528021779,11.21,1478,EUW1,200,200,200,200,200,200,200
EUW1_5527781206,11.21,1520,EUW1,200,100,200,200,200,200,200
EUW1_5527725715,11.21,1562,EUW1,200,100,200,200,200,100,200
EUW1_5526723507,11.21,1368,EUW1,100,100,100,100,,100,100
EUW1_5526712278,11.21,2263,EUW1,100,100,200,100,100,100,200
EUW1_5526671754,11.21,1637,EUW1,200,100,200,200,200,200,200
EUW1_5526609401,11.21,1646,EUW1,200,200,200,200,200,200,200
EUW1_5526557595,11.21,1534,EUW1,100,100,100,100,100,100,100
EUW1_5526584133,11.21,1655,EUW1,100,100,100,100,100,200,200
EUW1_5526500198,11.21,954,EUW1,100,200,100,100,,100,100
EUW1_5526482802,11.21,1408,EUW1,200,200,200,200,200,200,200
EUW1_5524189769,11.21,1903,EUW1,200,100,200,200,100,100,200
EUW1_5524185385,11.21,1746,EUW1,100,100,100,200,,100,200
EUW1_5524130252,11.21,1541,EUW1,200,200,200,200,200,100,200
EUW1_5524136496,11.21,1326,EUW1,200,200,200,200,,200,200
EUW1_5524953578,11.21,1905,EUW1,100,200,100,100,200,100,100
EUW1_5524705450,11.21,1033,EUW1,200,200,200,200,,200,200
EUW1_5524329078,11.21,1227,EUW1,200,100,200,,,200,100
EUW1_5524372755,11.21,1799,EUW1,200,200,200,200,200,200,200
EUW1_5524256488,11.21,1915,EUW1,200,100,200,100,100,100,200
EUW1_5524177918,11.21,1589,EUW1,200,200,200,200,200,200,100
EUW1_5524096268,11.21,925,EUW1,200,100,200,,,200,200
EUW1_5524091390,11.21,1532,EUW1,200,100,100,200,200,200,100
EUW1_5524019490,11.21,676,EUW1,200,100,,,,,
EUW1_5524017003,11.21,937,EUW1,100,100,100,,,100,100
EUW1_5523738392,11.21,1615,EUW1,200,200,100,200,200,200,200
EUW1_5523705785,11.21,1727,EUW1,200,200,200,200,200,200,200
EUW1_5523742536,11.21,986,EUW1,200,200,200,,,200,100
EUW1_5523609946,11.21,1359,EUW1,100,100,100,100,100,100,100
EUW1_5523615418,11.21,1510,EUW1,100,100,200,100,200,200,100
EUW1_5523519057,11.21,2045,EUW1,200,100,100,200,100,200,200
EUW1_5523478855,11.21,2258,EUW1,200,200,200,100,200,100,200
EUW1_5523364691,11.21,2108,EUW1,200,100,100,100,100,200,100
EUW1_5523172001,11.21,1519,EUW1,100,100,100,100,100,200,100
EUW1_5522849165,11.21,950,EUW1,200,200,200,,,200,200
EUW1_5522814476,11.21,912,EUW1,100,100,100,,,100,
EUW1_5522688645,11.21,1381,EUW1,100,200,200,,100,100,100
EUW1_5522681140,11.21,2331,EUW1,200,200,100,200,200,200,100
EUW1_5522556333,11.21,2065,EUW1,200,200,200,200,200,200,200
EUW1_5522610877,11.21,1572,EUW1,200,100,200,200,200,200,200
EUW1_5534555169,11.21,1469,EUW1,200,200,200,200,200,200,100
EUW1_5534583090,11.21,1672,EUW1,100,100,100,100,100,200,100
EUW1_5534562811,11.21,1212,EUW1,200,200,200,,,100,200
EUW1_5534561093,11.21,1537,EUW1,100,100,100,100,100,200,100
EUW1_5534489600,11.21,712,EUW1,100,100,100,,,200,100
EUW1_5534507025,11.21,1212,EUW1,100,200,200,,,100,100
EUW1_5527901001,11.21,936,EUW1,100,100,100,,,200,100
EUW1_5527798356,11.21,1431,EUW1,100,200,100,100,100,200,200
EUW1_5527754498,11.21,1937,EUW1,200,200,200,200,100,200,100
EUW1_5527727503,11.21,1727,EUW1,200,200,100,200,200,200,100
EUW1_5527670892,11.21,2083,EUW1,200,100,200,100,200,200,200
EUW1_5526678980,11.21,1643,EUW1,100,200,200,100,100,200,100
EUW1_5526707222,11.21,2088,EUW1,100,100,100,100,100,200,100
EUW1_5526647359,11.21,1345,EUW1,100,100,100,100,100,200,100
EUW1_5516999238,11.21,2286,EUW1,200,100,100,200,200,100,200
EUW1_5516914137,11.21,1113,EUW1,100,200,100,100,,100,100
EUW1_5516535453,11.21,1181,EUW1,100,200,100,100,,100,200
EUW1_5516458390,11.21,1388,EUW1,100,100,200,100,100,100,200
EUW1_5516453353,11.21,2008,EUW1,200,200,200,200,100,200,100
EUW1_5515781713,11.21,1726,EUW1,200,200,200,200,200,200,200
EUW1_5515695002,11.21,1809,EUW1,200,100,100,100,200,200,100
EUW1_5515578508,11.21,1555,EUW1,200,200,200,200,200,200,100
EUW1_5515593230,11.21,1209,EUW1,100,200,200,,,100,100
EUW1_5515309541,11.21,1581,EUW1,200,100,100,200,200,200,100
EUW1_5514038384,11.20,1463,EUW1,200,100,100,,200,200,100
EUW1_5534811223,11.21,1747,EUW1,200,200,200,200,200,200,200
EUW1_5528831957,11.21,1254,EUW1,100,100,100,,,100,100
EUW1_5528713744,11.21,1449,EUW1,100,100,200,100,100,100,200
EUW1_5528527757,11.21,1740,EUW1,200,200,200,200,,200,100
EUW1_5528291148,11.21,1644,EUW1,200,200,200,200,200,200,200
EUW1_5528068799,11.21,1489,EUW1,200,100,100,200,100,200,100
EUW1_5528105233,11.21,1408,EUW1,100,100,100,100,100,200,100
EUW1_5527584525,11.21,1622,EUW1,100,200,100,100,,200,200
EUW1_5527496646,11.21,2229,EUW1,200,100,100,200,100,200,100
EUW1_5527420251,11.21,1357,EUW1,200,100,100,,,200,100
EUW1_5527375090,11.21,1791,EUW1,200,100,100,200,200,100,200
EUW1_5527320411,11.21,912,EUW1,200,200,200,,,200,
EUW1_5527246772,11.21,1892,EUW1,200,200,200,200,200,200,100
EUW1_5526266784,11.21,2021,EUW1,100,100,100,100,200,200,200
EUW1_5526240928,11.21,1582,EUW1,100,200,100,100,100,100,100
EUW1_5526223862,11.21,1211,EUW1,200,200,200,200,,,200
EUW1_5526060072,11.21,1368,EUW1,200,200,100,200,200,100,100
EUW1_5526114221,11.21,1346,EUW1,200,200,200,200,200,200,200
EUW1_5525770167,11.21,1497,EUW1,100,100,100,100,100,100,
EUW1_5525855140,11.21,1176,EUW1,100,100,100,100,,200,100
EUW1_5524746088,11.21,1584,EUW1,200,100,100,200,200,200,100
EUW1_5524588779,11.21,1450,EUW1,200,100,100,200,200,200,100
EUW1_5524580341,11.21,1627,EUW1,100,100,100,100,100,200,100
EUW1_5524504945,11.21,2037,EUW1,200,100,100,200,100,200,100
EUW1_5524389319,11.21,1818,EUW1,100,100,100,,200,100,100
EUW1_5534475020,11.21,1807,EUW1,100,100,100,100,100,200,
EUW1_5534482056,11.21,1471,EUW1,200,200,200,200,200,200,200
EUW1_5534334959,11.21,1550,EUW1,100,200,100,100,100,100,100
EUW1_5534230230,11.21,1387,EUW1,100,100,100,100,,100,100
EUW1_5534242051,11.21,1920,EUW1,100,100,100,200,200,200,100
EUW1_5534053931,11.21,1892,EUW1,100,200,200,100,100,100,200
EUW1_5533826268,11.21,1301,EUW1,200,100,200,,,100,200
EUW1_5533623983,11.21,1745,EUW1,200,200,200,200,200,100,200
EUW1_5533364658,11.21,1813,EUW1,100,200,100,100,100,200,100
EUW1_5533269668,11.21,1384,EUW1,100,200,200,,,200,100
EUW1_5533294138,11.21,1509,EUW1,100,200,100,100,200,100,100
EUW1_5533238394,11.21,1165,EUW1,100,100,100,,,100,100
EUW1_5533252930,11.21,1687,EUW1,100,200,100,100,100,100,200
EUW1_5533108891,11.21,1436,EUW1,100,100,100,100,100,100,100
EUW1_5533124544,11.21,1239,EUW1,100,100,100,100,,200,100
EUW1_5533081602,11.21,958,EUW1,200,200,200,200,,200,200
EUW1_5532791091,11.21,1568,EUW1,100,100,100,100,100,200,100
EUW1_5532680159,11.21,1255,EUW1,100,200,100,100,,100,100
EUW1_5532727037,11.21,2037,EUW1,200,200,100,200,100,200,200
EUW1_5532675260,11.21,2096,EUW1,100,100,100,100,100,200,200
EUW1_5532649629,11.21,1268,EUW1,200,200,200,200,,100,200
EUW1_5532102916,11.21,1602,EUW1,100,200,100,100,100,200,100
EUW1_5531968594,11.21,1797,EUW1,100,100,100,100,100,100,100
EUW1_5531868438,11.21,1989,EUW1,100,100,100,100,100,100,100
EUW1_5531374177,11.21,1503,EUW1,200,100,100,200,200,200,100
EUW1_5534709660,11.21,1651,EUW1,200,200,200,200,100,200,100
EUW1_5534103071,11.21,1137,EUW1,100,200,100,,,100,100
EUW1_5533817195,11.21,1685,EUW1,200,100,200,200,200,200,100
EUW1_5533616962,11.21,1386,EUW1,100,100,100,100,100,100,100
EUW1_5533478971,11.21,1794,EUW1,200,100,200,200,200,100,200
EUW1_5533551582,11.21,1451,EUW1,100,200,100,100,100,200,100
EUW1_5533414821,11.21,1450,EUW1,100,200,100,100,200,200,100
EUW1_5533268758,11.21,1576,EUW1,100,100,100,,100,100,100
EUW1_5533263182,11.21,1719,EUW1,100,200,100,100,100,200,100
EUW1_5533186298,11.21,1870,EUW1,100,200,200,100,100,200,100
EUW1_5533170881,11.21,2068,EUW1,100,200,100,100,100,200,100
EUW1_5533145317,11.21,1503,EUW1,100,200,100,100,100,200,100
EUW1_5531717416,11.21,1659,EUW1,200,100,100,200,200,100,100
EUW1_5531630396,11.21,2259,EUW1,100,200,100,100,200,200,200
EUW1_5531597958,11.21,1288,EUW1,200,200,200,200,,200,200
EUW1_5531613101,11.21,1476,EUW1,100,100,100,100,100,100,200
EUW1_5531519537,11.21,1606,EUW1,100,200,100,100,100,100,100
EUW1_5530860427,11.21,1882,EUW1,100,100,200,100,200,200,100
EUW1_5530816067,11.21,1593,EUW1,100,100,100,100,,200,100
EUW1_5530668918,11.21,1956,EUW1,200,100,200,200,100,200,200
EUW1_5530632128,11.21,2445,EUW1,100,200,200,100,100,200,100
EUW1_5530295510,11.21,1232,EUW1,100,200,200,,,100,200
EUW1_5530261323,11.21,1651,EUW1,200,100,200,200,200,100,200
EUW1_5530144393,11.21,1261,EUW1,100,100,100,100,,100,100
EUW1_5530120469,11.21,1696,EUW1,200,200,200,200,200,200,200
EUW1_5533293650,11.21,1225,EUW1,100,200,200,,,100,200
EUW1_5533257209,11.21,1229,EUW1,200,200,200,,,100,100
EUW1_5533129914,11.21,1737,EUW1,200,200,200,200,200,200,200
EUW1_5532413420,11.21,1202,EUW1,100,200,200,100,,100,200
EUW1_5532318684,11.21,1421,EUW1,200,100,200,200,200,200,100
EUW1_5531600154,11.21,1344,EUW1,100,100,100,,,100,200
EUW1_5527085460,11.21,1529,EUW1,100,200,100,100,100,100,200
EUW1_5526630843,11.21,1602,EUW1,100,100,100,100,100,100,100
EUW1_5526517220,11.21,1464,EUW1,100,100,100,100,100,200,200
EUW1_5525462777,11.21,1869,EUW1,100,100,100,100,100,200,200
EUW1_5524900917,11.21,1952,EUW1,100,100,100,100,100,100,100
EUW1_5524265464,11.21,1701,EUW1,200,100,200,200,200,100,200
EUW1_5524211355,11.21,2188,EUW1,200,100,100,200,200,200,200
EUW1_5524087465,11.21,1899,EUW1,100,200,200,100,100,200,200
EUW1_5524007131,11.21,1572,EUW1,100,200,200,100,100,200,200
EUW1_5523600443,11.21,1510,EUW1,100,200,100,100,100,200,100
EUW1_5523101096,11.21,2126,EUW1,100,100,100,200,100,200,100
EUW1_5522832331,11.21,1330,EUW1,200,100,200,,,200,100
EUW1_5522665481,11.21,1976,EUW1,200,100,100,200,200,200,100
EUW1_5522608807,11.21,2162,EUW1,200,100,200,100,100,100,100
EUW1_5522572521,11.21,1891,EUW1,200,200,200,200,200,200,100
EUW1_5522517699,11.21,1588,EUW1,200,200,200,200,100,100,100
EUW1_5521908351,11.21,1860,EUW1,200,100,200,200,200,100,200
EUW1_5521770352,11.21,2226,EUW1,100,200,100,100,200,200,100
EUW1_5521774879,11.21,1281,EUW1,200,200,200,200,200,200,200
EUW1_5534411185,11.21,1291,EUW1,200,100,100,,200,100,200
EUW1_5534275197,11.21,1572,EUW1,200,100,200,200,200,200,200
EUW1_5534037528,11.21,1847,EUW1,100,100,200,100,100,200,
EUW1_5533873852,11.21,1519,EUW1,100,100,100,100,100,100,200
EUW1_5533713348,11.21,2261,EUW1,200,200,100,100,200,100,100
EUW1_5533476741,11.21,1873,EUW1,200,100,100,200,200,200,100
EUW1_5533447290,11.21,1592,EUW1,100,200,100,100,100,200,100
EUW1_5533411728,11.21,1548,EUW1,100,200,100,100,100,100,100
EUW1_5533205053,11.21,1865,EUW1,200,100,100,100,200,200,100
EUW1_5532691154,11.21,1819,EUW1,200,100,200,200,100,100,100
EUW1_5532578788,11.21,1265,EUW1,100,200,100,100,,100,200
EUW1_5532466424,11.21,1310,EUW1,200,200,200,,,200,200
EUW1_5532492700,11.21,933,EUW1,200,200,200,200,,200,200
EUW1_5532446502,11.21,1479,EUW1,200,200,100,200,200,200,200
EUW1_5532381936,11.21,1654,EUW1,100,200,100,100,100,100,200
EUW1_5530336097,11.21,2131,EUW1,200,200,100,200,200,200,100
EUW1_5530381479,11.21,1285,EUW1,100,200,100,,,100,100
EUW1_5530219513,11.21,1218,EUW1,100,200,100,,,200,100
EUW1_5530212422,11.21,1406,EUW1,200,100,100,200,100,200,100
EUW1_5530152039,11.21,941,EUW1,200,200,200,200,,200,100
EUW1_5527623709,11.21,1746,EUW1,200,100,200,200,100,200,200
EUW1_5527400367,11.21,2024,EUW1,200,200,200,200,200,200,
EUW1_5525622901,11.21,1292,EUW1,200,200,200,200,,200,200
EUW1_5519587708,11.21,1368,EUW1,100,100,100,100,100,100,100
EUW1_5519591840,11.21,2041,EUW1,200,200,200,100,100,100,200
EUW1_5533715785,11.21,1462,EUW1,200,200,200,200,200,200,200
EUW1_5533492522,11.21,2237,EUW1,200,100,100,100,100,200,200
EUW1_5533397646,11.21,1389,EUW1,200,100,200,200,200,200,100
EUW1_5533360312,11.21,1761,EUW1,100,100,100,100,200,100,100
EUW1_5533096613,11.21,1460,EUW1,100,100,100,,,200,100
EUW1_5533031055,11.21,1489,EUW1,200,200,200,200,200,200,200
EUW1_5532715131,11.21,1899,EUW1,200,100,200,200,200,200,200
EUW1_5532730637,11.21,2074,EUW1,100,100,100,100,200,100,100
EUW1_5532648031,11.21,1253,EUW1,100,200,200,100,,100,100
EUW1_5532532287,11.21,1707,EUW1,200,100,200,100,200,100,200
EUW1_5532388814,11.21,1469,EUW1,200,200,200,200,200,100,100
EUW1_5532320010,11.21,1901,EUW1,200,200,100,200,200,200,100
EUW1_5532202839,11.21,1900,EUW1,100,100,200,100,100,100,200
EUW1_5531667186,11.21,2091,EUW1,200,100,100,100,100,100,200
EUW1_5529311392,11.21,1302,EUW1,200,100,100,,,200,100
EUW1_5529102169,11.21,2136,EUW1,200,200,200,200,200,200,200
EUW1_5528955741,11.21,1932,EUW1,200,100,200,200,200,200,100
EUW1_5528960607,11.21,934,EUW1,200,100,200,,,200,200
EUW1_5528877513,11.21,1056,EUW1,100,200,100,100,,100,200
EUW1_5528526557,11.21,1685,EUW1,100,100,200,100,100,200,100
EUW1_5528521399,11.21,1467,EUW1,200,100,100,200,200,100,100
EUW1_5528326738,11.21,1691,EUW1,200,200,100,200,200,100,100
EUW1_5527789706,11.21,1505,EUW1,100,100,200,100,100,100,
EUW1_5527747980,11.21,1425,EUW1,100,100,200,,,200,200
EUW1_5527320033,11.21,1999,EUW1,200,200,200,200,200,200,100
EUW1_5533817599,11.21,1534,EUW1,200,200,200,200,200,200,200
EUW1_5533656648,11.21,1718,EUW1,200,100,100,200,200,100,100
EUW1_5533539003,11.21,1862,EUW1,200,200,100,100,200,100,200
EUW1_5533257548,11.21,1993,EUW1,200,100,100,200,200,200,100
EUW1_5532427027,11.21,1552,EUW1,200,200,200,200,200,200,200
EUW1_5532147164,11.21,918,EUW1,200,100,200,,,200,200
EUW1_5532012180,11.21,1390,EUW1,200,200,100,,,200,100
EUW1_5531914761,11.21,1356,EUW1,200,100,100,200,,200,100
EUW1_5531910524,11.21,1313,EUW1,100,200,100,100,,200,100
EUW1_5530481674,11.21,1441,EUW1,200,100,200,200,200,200,200
EUW1_5530334528,11.21,1468,EUW1,200,200,100,200,200,100,100
EUW1_5525409233,11.21,1621,EUW1,200,200,200,200,200,200,100
EUW1_5525329484,11.21,1303,EUW1,100,100,100,100,,100,100
EUW1_5525344264,11.21,1587,EUW1,100,100,100,100,100,100,100
EUW1_5524621191,11.21,1225,EUW1,100,100,100,100,,200,100
EUW1_5524565601,11.21,973,EUW1,100,100,100,100,,100,100
EUW1_5521666358,11.21,1421,EUW1,100,100,200,100,100,100,200
EUW1_5521569698,11.21,1401,EUW1,200,200,200,,200,100,100
EUW1_5521611757,11.21,1303,EUW1,100,100,100,100,,100,100
EUW1_5520537161,11.21,1687,EUW1,200,100,100,200,200,200,100
EUW1_5520581750,11.21,1210,EUW1,200,200,200,,,200,200
EUW1_5520475882,11.21,1271,EUW1,200,100,200,200,,200,200
EUW1_5519780796,11.21,1657,EUW1,100,100,100,100,100,100,100
EUW1_5519705185,11.21,1757,EUW1,200,100,200,200,200,200,200
EUW1_5519630027,11.21,1266,EUW1,200,200,200,200,,200,200
EUW1_5534511809,11.21,2050,EUW1,100,100,100,100,200,200,100
EUW1_5534350098,11.21,1499,EUW1,100,100,100,100,100,100,100
EUW1_5534163151,11.21,1761,EUW1,200,200,100,200,200,100,100
EUW1_5533925728,11.21,1811,EUW1,200,100,200,200,200,200,100
EUW1_5532614482,11.21,1523,EUW1,100,200,200,100,100,200,200
EUW1_5532538684,11.21,1477,EUW1,100,200,100,100,,100,200
EUW1_5532349004,11.21,1727,EUW1,200,200,100,200,200,200,100
EUW1_5532304581,11.21,1420,EUW1,100,100,100,,100,200,100
EUW1_5532168288,11.21,2064,EUW1,100,200,200,200,100,200,200
EUW1_5532231077,11.21,1505,EUW1,100,200,100,100,100,200,100
EUW1_5530423451,11.21,1122,EUW1,100,100,100,,,100,100
EUW1_5529019737,11.21,1512,EUW1,200,200,100,200,200,100,100
EUW1_5529063886,11.21,1285,EUW1,100,200,200,,,100,200
EUW1_5528493806,11.21,2407,EUW1,200,100,200,200,100,200,100
EUW1_5528306249,11.21,1581,EUW1,200,100,200,,200,200,200
EUW1_5528282115,11.21,2003,EUW1,100,100,200,100,100,200,200
EUW1_5527664067,11.21,1912,EUW1,100,100,100,100,200,200,100
EUW1_5527606493,11.21,1558,EUW1,200,100,100,,200,200,100
EUW1_5527528352,11.21,1281,EUW1,100,100,100,100,,100,100
EUW1_5527512938,11.21,1148,EUW1,100,100,200,,,100,200
EUW1_5527397383,11.21,1754,EUW1,100,200,200,100,,100,100
EUW1_5527362969,11.21,1586,EUW1,100,100,100,100,100,100,100
EUW1_5527286904,11.21,1552,EUW1,200,100,100,200,200,100,100
EUW1_5527262899,11.21,1547,EUW1,100,200,200,100,100,100,100
EUW1_5527197201,11.21,1089,EUW1,200,200,200,200,,200,200
EUW1_5533509428,11.21,2002,EUW1,100,200,100,100,100,100,100
EUW1_5533112719,11.21,1408,EUW1,200,200,200,200,200,200,100
EUW1_5533008678,11.21,1878,EUW1,200,200,200,,200,200,200
EUW1_5532984664,11.21,1531,EUW1,200,100,200,200,,100,200
EUW1_5532961559,11.21,1120,EUW1,100,100,100,,,200,100
EUW1_5532945721,11.21,2015,EUW1,200,200,100,200,200,200,100
EUW1_5531602710,11.21,1244,EUW1,200,100,100,,,200,100
