,tier,winner,first_kill,first_tower,first_inhibitor,first_baron,first_dragon,first_rift_herald,kill_advantage,gold_advantage,cs_advantage,damage_advantage,tower_advantage,plate_advantage,inhibitor_advantage,baron_advantage,dragon_advantage,rift_advantage
4143,BRONZE,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1,-1,1,-1,-1,-1,-1,0,-1,-1
2702,BRONZE,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1,-1,-1,1,0,1,0,-1,-1,1
1678,BRONZE,-1.0,-1.0,1.0,-1.0,0.0,1.0,-1.0,1,1,1,1,0,-1,0,0,-1,-1
3698,BRONZE,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,0,-1,-1,1,-1,0,0,0,1,0
920,BRONZE,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1,1,1,1,1,-1,0,0,1,1
3708,BRONZE,1.0,-1.0,1.0,1.0,0.0,1.0,-1.0,1,1,1,1,1,0,0,0,1,-1
4433,BRONZE,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1,-1,-1,-1,-1,1,0,0,-1,1
2071,BRONZE,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,1,1,1,1,0,0,-1,-1
1239,BRONZE,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1,-1,-1,-1,-1,-1,0,0,1,1
1607,BRONZE,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,1,-1,-1,-1,0,-1,-1
932,BRONZE,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,1,1,1,1,1,-1,0,0,1,0
521,BRONZE,-1.0,-1.0,1.0,-1.0,0.0,-1.0,1.0,-1,-1,-1,-1,-1,0,-1,0,-1,1
3216,BRONZE,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1,1,-1,1,1,1,0,1,-1,1
1050,BRONZE,-1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,-1,1,1,-1,-1,1,0,0,1,-1
389,BRONZE,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1,1,1,1,1,1,0,0,1,1
411,BRONZE,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1,-1,-1,-1,-1,-1,0,-1,1,-1
4431,BRONZE,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1,-1,-1,-1,1,1,0,0,1,0
3587,BRONZE,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1,-1,-1,-1,-1,-1,0,1,-1,-1
1481,BRONZE,1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1,-1,-1,-1,-1,1,-1,-1,-1,0
533,BRONZE,-1.0,-1.0,1.0,-1.0,0.0,-1.0,-1.0,-1,-1,-1,-1,-1,1,0,0,-1,-1
3461,BRONZE,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,-1,1,1,0,0,1,1
216,BRONZE,1.0,1.0,1.0,1.0,0.0,-1.0,1.0,-1,1,1,-1,1,1,1,0,-1,1
4591,BRONZE,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1,1,-1,1,0,0,0,0,-1,0
1636,BRONZE,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1,-1,1,-1,-1,1,0,0,-1,-1
4737,BRONZE,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,0,-1,1,-1
3307,BRONZE,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,0,0,1
2037,BRONZE,-1.0,1.0,-1.0,-1.0,0.0,-1.0,1.0,-1,-1,-1,1,-1,-1,0,0,1,0
4733,BRONZE,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1,1,1,-1,1,1,1,0,1,1
2860,BRONZE,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1,-1,-1,-1,-1,-1,0,0,-1,0
2365,BRONZE,-1.0,-1.0,1.0,-1.0,0.0,-1.0,1.0,-1,-1,1,1,-1,1,-1,0,0,1
618,BRONZE,1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1,1,-1,1,1,1,0,0,1,1
726,BRONZE,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1,-1,-1,-1,1,-1,0,-1,1,1
2224,BRONZE,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1,1,1,1,-1,0,0,0,1,-1
4401,BRONZE,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1,1,1,1,1,1,0,0,1,-1
192,BRONZE,-1.0,1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,0,0,-1,0
1303,BRONZE,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,0,1,1,1,1,1,0,1,-1,1
3432,BRONZE,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1,1,1,1,1,-1,0,0,-1,-1
3549,BRONZE,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,0,1,1,1
308,BRONZE,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1,-1,-1,-1,-1,-1,0,0,-1,1
129,BRONZE,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
384,BRONZE,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,1,-1,-1,-1,-1,0,-1,-1
1430,BRONZE,-1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1,1,1,-1,1,-1,0,0,-1,1
3538,BRONZE,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,1,-1,1,0,0,-1,-1,-1
4658,BRONZE,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1,-1,1,1,-1,-1,-1,0,-1,1
399,BRONZE,-1.0,1.0,1.0,-1.0,0.0,-1.0,-1.0,1,-1,-1,1,-1,1,0,0,0,-1
812,BRONZE,1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,0,0,-1,-1
1431,BRONZE,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1
249,BRONZE,-1.0,-1.0,-1.0,-1.0,0.0,1.0,0.0,-1,-1,-1,-1,-1,-1,0,0,-1,0
1485,BRONZE,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1,-1,-1,-1,-1,1,-1,-1,-1,1
1221,BRONZE,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1,-1,-1,-1,-1,-1,0,0,-1,1
3232,BRONZE,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1,-1,1,1,0,-1,0,0,-1,1
1200,BRONZE,-1.0,-1.0,1.0,-1.0,0.0,-1.0,-1.0,0,-1,-1,-1,-1,-1,0,0,-1,-1
1532,BRONZE,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1,-1,1,-1,-1,-1,0,0,0,-1
4567,BRONZE,-1.0,1.0,1.0,-1.0,-1.0,-1.0,0.0,-1,-1,-1,-1,-1,-1,0,0,-1,0
4257,BRONZE,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1,1,1,-1,1,1,1,0,1,0
2467,BRONZE,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1,-1,-1,-1,-1,-1,0,0,1,1
644,BRONZE,1.0,1.0,1.0,1.0,0.0,-1.0,-1.0,1,1,1,1,1,-1,0,0,-1,-1
2868,BRONZE,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1,-1,-1,-1,1,1,0,-1,1,1
4214,BRONZE,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1,1,1,1,1,1,0,0,1,1
689,BRONZE,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1,-1,-1,-1,-1,-1,0,0,-1,0
791,BRONZE,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1,1,-1,1,1,-1,0,0,0,-1
152,BRONZE,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1,1,1,1,1,1,0,0,-1,1
838,BRONZE,-1.0,1.0,-1.0,0.0,0.0,-1.0,1.0,-1,-1,-1,-1,-1,-1,0,0,-1,0
3000,BRONZE,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,-1,1,1,-1,1,1,1,0,1,1
1761,BRONZE,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1,-1,1,-1,1,-1,1,0,-1,0
3907,BRONZE,-1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1,1,1,1,1,1,0,1,-1,1
977,BRONZE,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1,-1,1,1,-1,1,0,0,-1,-1
3921,BRONZE,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1,1,-1,1,-1,-1,0,0,-1,-1
3007,BRONZE,1.0,1.0,-1.0,1.0,1.0,1.0,0.0,1,1,1,1,1,1,1,1,1,0
3112,BRONZE,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,0,0,-1,-1
4497,BRONZE,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,1,-1,0,1,0,0,-1,-1
1525,BRONZE,1.0,-1.0,-1.0,0.0,0.0,1.0,-1.0,1,1,1,1,-1,-1,0,0,1,-1
1301,BRONZE,1.0,-1.0,1.0,1.0,0.0,1.0,1.0,1,1,1,1,1,1,1,0,1,1
3051,BRONZE,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1,1,1,1,1,1,0,0,0,-1
3004,BRONZE,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1,1,1,1,1,-1,1,0,1,1
4125,BRONZE,-1.0,1.0,-1.0,-1.0,0.0,1.0,0.0,-1,-1,-1,-1,-1,-1,-1,0,1,0
3599,BRONZE,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1,-1,1,-1,0,0,0,0,0,1
2917,BRONZE,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.0,-1,-1,-1,-1,-1,-1,0,0,-1,0
2337,BRONZE,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,1,1,1,1,1,1,1,1,1,-1
3017,BRONZE,1.0,-1.0,1.0,-1.0,1.0,1.0,0.0,1,1,0,1,-1,0,0,0,1,0
4757,BRONZE,-1.0,1.0,-1.0,-1.0,0.0,1.0,0.0,-1,-1,-1,-1,-1,-1,0,0,0,0
359,BRONZE,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1,1,-1,1,-1,1,0,0,1,1
4543,BRONZE,-1.0,1.0,-1.0,-1.0,0.0,1.0,1.0,-1,-1,-1,-1,-1,1,0,0,-1,1
531,BRONZE,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1,-1,-1,-1,-1,-1,0,0,-1,1
3596,BRONZE,1.0,1.0,1.0,1.0,0.0,-1.0,0.0,1,1,1,1,1,1,0,0,-1,0
1473,BRONZE,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1,1,1,-1,1,1,0,-1,1,0
2438,BRONZE,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1,1,1,1,1,1,0,1,1,1
1256,BRONZE,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1,-1,-1,-1,-1,1,0,0,-1,-1
1508,BRONZE,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,-1,1,1,1,1,1,1,1
2969,BRONZE,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1,-1,-1,-1,0,1,0,0,-1,1
4408,BRONZE,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,1,-1,-1,0,-1,-1,-1
99,BRONZE,1.0,-1.0,-1.0,1.0,0.0,-1.0,-1.0,-1,1,1,1,0,-1,0,0,-1,-1
3390,BRONZE,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,0,0,-1
1870,BRONZE,-1.0,1.0,-1.0,-1.0,0.0,-1.0,1.0,-1,-1,-1,-1,-1,-1,0,0,-1,1
263,BRONZE,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,1,1,-1,1,0,0,-1,-1
4166,BRONZE,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1,-1,-1,-1,0,-1,0,-1,-1,1
1954,BRONZE,1.0,-1.0,1.0,1.0,0.0,-1.0,1.0,1,1,1,1,1,1,1,0,1,1
3847,BRONZE,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1,1,-1,1,0,-1,0,1,-1,-1
3169,BRONZE,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1,1,-1,1,0,1,0,0,1,1
4804,BRONZE,1.0,-1.0,1.0,0.0,0.0,-1.0,0.0,1,1,1,1,0,1,0,0,1,0
3731,BRONZE,-1.0,1.0,1.0,-1.0,0.0,1.0,0.0,-1,-1,-1,-1,-1,-1,0,0,-1,0
4225,BRONZE,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1,-1,1,-1,1,1,0,0,-1,0
1449,BRONZE,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,0,1,-1
3258,BRONZE,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,-1,-1,1,-1,1,-1,0,0,0,1
1808,BRONZE,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,0,0,-1,-1
3946,BRONZE,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,1,-1,-1,-1,0,0,-1,-1
806,BRONZE,1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1,1,1,1,1,1,0,0,1,-1
4083,BRONZE,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,0,1,1
10,BRONZE,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,-1,-1,-1,1,-1,-1,0,0,1,1
4873,BRONZE,1.0,1.0,-1.0,1.0,0.0,1.0,-1.0,1,1,1,-1,1,1,1,0,1,-1
1126,BRONZE,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1,-1,1,-1,1,1,0,0,-1,1
1426,BRONZE,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,-1,1,1,1,1,0,0,0,1,1
4293,BRONZE,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,0,0,-1,-1
3183,BRONZE,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1,-1,-1,-1,-1,-1,0,0,-1,0
2479,BRONZE,1.0,1.0,1.0,1.0,0.0,-1.0,-1.0,1,1,1,1,1,0,0,0,-1,-1
1692,BRONZE,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1,-1,-1,1,-1,-1,0,0,-1,-1
2431,BRONZE,1.0,-1.0,1.0,1.0,0.0,-1.0,-1.0,-1,-1,1,1,-1,0,0,0,-1,-1
3408,BRONZE,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1,1,-1,1,1,1,0,0,1,-1
4482,BRONZE,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,1,1,1,1,1,-1,0,1,-1,0
1849,BRONZE,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,-1,-1,-1,-1,0,-1,0,0,-1,-1
1438,BRONZE,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-1,-1,-1,-1,-1,0,0,0,1,1
1395,BRONZE,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,0,1,-1
2946,BRONZE,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,0,0,1,1
559,BRONZE,1.0,-1.0,-1.0,1.0,0.0,1.0,1.0,-1,-1,-1,-1,0,-1,0,0,1,1
4742,BRONZE,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1,1,1,1,-1,1,0,0,1,0
4049,BRONZE,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
554,BRONZE,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1,1,1,1,1,1,0,1,-1,-1
3316,BRONZE,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,1,1,1,-1,1,1,0,0,-1,0
1352,BRONZE,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1,1,1,1,1,1,1,0,1,1
1928,BRONZE,1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1,1,1,1,0,1,0,1,-1,-1
2669,BRONZE,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1,1,1,-1,1,1,0,0,-1,0
43,BRONZE,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
4424,BRONZE,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1,-1,-1,-1,-1,-1,0,0,-1,-1
805,BRONZE,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1,1,-1,1,0,-1,0,0,-1,-1
4770,BRONZE,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,0,1,0,1,1
1456,BRONZE,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1,-1,0,-1,-1,-1,-1,1,1,-1
4894,BRONZE,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1,1,1,1,0,-1,-1,0,-1,0
4627,BRONZE,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
4134,BRONZE,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,0,1,1,1,1,1,1,0,1,1
3442,BRONZE,-1.0,-1.0,1.0,-1.0,0.0,-1.0,1.0,-1,-1,-1,-1,1,-1,0,0,-1,1
288,BRONZE,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1,-1,-1,1,0,0,0,0,-1,1
817,BRONZE,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1,-1,1,-1,-1,-1,0,0,-1,1
1030,BRONZE,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,0,1,1
1879,BRONZE,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1,-1,-1,-1,0,1,0,0,-1,1
1995,BRONZE,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1,1,1,-1,1,1,0,0,1,1
4326,BRONZE,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1,-1,1,-1,-1,-1,0,0,1,1
4836,BRONZE,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4507,BRONZE,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,1,1
3787,BRONZE,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1,-1,-1,-1,0,-1,0,0,0,0
1045,BRONZE,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,-1,-1,-1,1,0,0,1,1
143,BRONZE,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,-1,-1,-1,-1,1,1,0,0,1,1
3368,BRONZE,-1.0,1.0,-1.0,-1.0,0.0,1.0,1.0,-1,-1,-1,-1,-1,-1,0,0,-1,1
3992,BRONZE,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1798,BRONZE,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1,1,-1,1,1,1,0,0,-1,1
3985,BRONZE,1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1,-1,1,1,-1,-1,0,0,1,-1
1767,BRONZE,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,1,-1,-1,-1,-1,-1,-1,0,-1,-1
2833,BRONZE,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1,-1,-1,-1,-1,-1,0,0,1,-1
4144,BRONZE,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1,-1,-1,-1,-1,1,0,1,-1,0
775,BRONZE,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1,-1,-1,-1,-1,-1,0,0,1,-1
3920,BRONZE,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
3380,BRONZE,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1,-1,-1,1,-1,1,0,0,-1,0
2457,BRONZE,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1,-1,1,1,1,1,0,0,0,-1
1482,BRONZE,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1,1,1,1,1,1,0,1,0,1
1614,BRONZE,-1.0,-1.0,1.0,-1.0,0.0,-1.0,1.0,-1,-1,-1,1,-1,1,0,0,-1,1
4291,BRONZE,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
3015,BRONZE,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1,1,1,1,1,1,1,0,1,0
1768,BRONZE,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,0,0,-1,-1
2232,BRONZE,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,0,1,-1,-1,1,1,0,0,-1,1
693,BRONZE,1.0,1.0,1.0,1.0,0.0,-1.0,1.0,1,1,1,1,1,1,0,0,1,1
320,BRONZE,-1.0,-1.0,-1.0,-1.0,0.0,1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,0,-1,0
4730,BRONZE,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1,1,-1,1,1,1,0,0,0,-1
1477,BRONZE,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1,1,1,-1,1,1,0,0,-1,1
4381,BRONZE,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1836,BRONZE,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,0,1,1
609,BRONZE,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,1,1,0,1,0,0,-1,-1
358,BRONZE,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1,1,-1,1,1,0,0,0,0,0
1191,BRONZE,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1,-1,-1,-1,-1,-1,0,0,-1,0
430,BRONZE,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1,1,1,-1,0,1,0,0,1,-1
3643,BRONZE,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,0,0,-1,-1
2238,BRONZE,1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,1,1,-1,1,-1,0,0,0,0,0
1561,BRONZE,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,0,0,-1,-1
4086,BRONZE,-1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1,-1,1,-1,-1,0,0,0,-1,1
1711,BRONZE,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1103,BRONZE,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1,-1,1,-1,0,-1,0,0,1,-1
2266,BRONZE,1.0,-1.0,1.0,1.0,0.0,1.0,1.0,1,1,1,1,1,1,0,0,1,1
2540,BRONZE,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1,-1,-1,-1,-1,-1,0,0,-1,1
1810,BRONZE,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,1,-1,-1,-1,-1,0,1,-1
2518,BRONZE,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,-1,1,1,1,-1,1,0,0,-1,1
4710,BRONZE,-1.0,1.0,-1.0,-1.0,0.0,-1.0,1.0,-1,-1,-1,-1,-1,-1,0,0,-1,0
3319,BRONZE,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0,-1,-1,-1,-1,-1,-1,-1,0,-1,0
2192,BRONZE,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,0,0,0,-1,1,-1
2417,BRONZE,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2219,BRONZE,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
3948,BRONZE,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1,-1,-1,1,-1,1,0,-1,-1,1
4110,BRONZE,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,-1,1,1,1,1,1,0,0,0,0
2794,BRONZE,1.0,-1.0,1.0,0.0,1.0,1.0,1.0,1,1,1,1,1,1,0,0,1,0
3898,BRONZE,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1,-1,-1,-1,-1,1,0,0,-1,-1
2610,BRONZE,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,1,1,1,1,1,-1,0,-1,1,0
1896,BRONZE,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,-1,0,0,1,1
2736,BRONZE,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,0,-1,0,0,-1,-1
2578,BRONZE,1.0,1.0,-1.0,1.0,0.0,1.0,-1.0,-1,-1,-1,1,1,-1,0,0,1,-1
3288,BRONZE,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1,1,1,1,1,1,0,0,-1,0
2992,BRONZE,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1,-1,-1,-1,-1,-1,0,0,-1,-1
3013,BRONZE,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,0,0,-1,-1
3817,BRONZE,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1,-1,-1,-1,-1,-1,0,0,-1,1
763,BRONZE,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,-1,-1,-1,-1,-1,0,0,-1,-1
3010,BRONZE,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,1,-1,-1,1,1,1,0,0,1,1
505,BRONZE,1.0,-1.0,1.0,0.0,0.0,1.0,1.0,1,1,1,-1,1,1,0,0,0,1
3704,BRONZE,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
723,BRONZE,1.0,1.0,-1.0,0.0,1.0,1.0,0.0,1,1,-1,1,-1,1,0,0,1,0
1505,BRONZE,1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,1,1,-1,1,0,0,0,0,-1,1
969,BRONZE,1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,-1,1,-1,1,1,-1,1,1,1,1
3559,BRONZE,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1,-1,-1,-1,0,-1,0,0,-1,-1
